SurveyID,Type,Record_date,common_name,genus,species,Minute_first_detected,Year,Month,Day,Site,Path,Filename
244,EXP,2016-05-19,Mourning Dove,Zenaida,macroura,6,2016,May,19,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160519_053500.flac,KALD-EXP_0+1_20160519_053500.flac
244,EXP,2016-05-19,Killdeer,Charadrius,vociferus,14,2016,May,19,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160519_053500.flac,KALD-EXP_0+1_20160519_053500.flac
244,EXP,2016-05-19,Canada Goose,Branta,canadensis,14,2016,May,19,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160519_053500.flac,KALD-EXP_0+1_20160519_053500.flac
244,EXP,2016-05-19,Northern Cardinal,Cardinalis,cardinalis,18,2016,May,19,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160519_053500.flac,KALD-EXP_0+1_20160519_053500.flac
244,EXP,2016-05-19,American Goldfinch,Spinus,tristis,21,2016,May,19,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160519_053500.flac,KALD-EXP_0+1_20160519_053500.flac
244,EXP,2016-05-19,American Crow,Corvus,brachyrhynchos,29,2016,May,19,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160519_053500.flac,KALD-EXP_0+1_20160519_053500.flac
244,EXP,2016-05-19,Brown-headed Cowbird,Molothrus,ater,39,2016,May,19,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160519_053500.flac,KALD-EXP_0+1_20160519_053500.flac
244,EXP,2016-05-19,Dickcissel,Spiza,americana,47,2016,May,19,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160519_053500.flac,KALD-EXP_0+1_20160519_053500.flac
245,EXP,2016-05-27,Dickcissel,Spiza,americana,2,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Eastern Meadowlark,Sturnella,magna,2,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Grasshopper Sparrow,Ammodramus,savannarum,2,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Eurasian Collared-Dove,Streptopelia,decaocto,2,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,American Robin,Turdus,migratorius,2,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Mourning Dove,Zenaida,macroura,2,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Brown-headed Cowbird,Molothrus,ater,2,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Red-winged Blackbird,Agelaius,phoeniceus,2,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Ring-necked Pheasant,Phasianus,colchicus,2,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Northern Cardinal,Cardinalis,cardinalis,2,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Indigo Bunting,Passerina,cyanea,15,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Brown Thrasher,Toxostoma,rufum,16,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
245,EXP,2016-05-27,Red-bellied Woodpecker,Melanerpes,carolinus,43,2016,May,27,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160527_052900.flac,KALD-EXP_0+1_20160527_052900.flac
246,EXP,2016-06-07,Dickcissel,Spiza,americana,2,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
246,EXP,2016-06-07,Eastern Meadowlark,Sturnella,magna,2,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
246,EXP,2016-06-07,Ring-necked Pheasant,Phasianus,colchicus,2,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
246,EXP,2016-06-07,Brown Thrasher,Toxostoma,rufum,2,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
246,EXP,2016-06-07,American Robin,Turdus,migratorius,2,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
246,EXP,2016-06-07,Eurasian Collared-Dove,Streptopelia,decaocto,2,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
246,EXP,2016-06-07,Northern Cardinal,Cardinalis,cardinalis,10,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
246,EXP,2016-06-07,Mourning Dove,Zenaida,macroura,10,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
246,EXP,2016-06-07,Red-winged Blackbird,Agelaius,phoeniceus,10,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
246,EXP,2016-06-07,Brown-headed Cowbird,Molothrus,ater,11,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
246,EXP,2016-06-07,Killdeer,Charadrius,vociferus,31,2016,Jun,7,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160607_052400.flac,KALD-EXP_0+1_20160607_052400.flac
247,EXP,2016-06-11,Dickcissel,Spiza,americana,3,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,American Robin,Turdus,migratorius,3,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Mourning Dove,Zenaida,macroura,3,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Ring-necked Pheasant,Phasianus,colchicus,3,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Indigo Bunting,Passerina,cyanea,3,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Northern Cardinal,Cardinalis,cardinalis,3,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Brown-headed Cowbird,Molothrus,ater,3,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Killdeer,Charadrius,vociferus,9,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Eurasian Collared-Dove,Streptopelia,decaocto,9,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Eastern Meadowlark,Sturnella,magna,16,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Red-winged Blackbird,Agelaius,phoeniceus,22,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Northern Flicker,Colaptes,auratus,27,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Red-bellied Woodpecker,Melanerpes,carolinus,41,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Horned Lark,Eremophila,alpestris,49,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
247,EXP,2016-06-11,Blue Jay,Cyanocitta,cristata,53,2016,Jun,11,KAL,KAL\KAL_EXP_0318-06132016\KALD-EXP_0+1_20160611_052300.flac,KALD-EXP_0+1_20160611_052300.flac
248,CTL,2015-05-09,Killdeer,Charadrius,vociferus,21,2015,May,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150509_044600.flac,KALD-CTL_0+1_20150509_044600.flac
248,CTL,2015-05-09,Horned Lark,Eremophila,alpestris,54,2015,May,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150509_044600.flac,KALD-CTL_0+1_20150509_044600.flac
249,CTL,2015-05-18,Song Sparrow,Melospiza,melodia,1,2015,May,18,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150518_053600.flac,KALD-CTL_0+1_20150518_053600.flac
249,CTL,2015-05-18,American Crow,Corvus,brachyrhynchos,1,2015,May,18,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150518_053600.flac,KALD-CTL_0+1_20150518_053600.flac
249,CTL,2015-05-18,Ring-necked Pheasant,Phasianus,colchicus,1,2015,May,18,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150518_053600.flac,KALD-CTL_0+1_20150518_053600.flac
249,CTL,2015-05-18,Red-winged Blackbird,Agelaius,phoeniceus,1,2015,May,18,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150518_053600.flac,KALD-CTL_0+1_20150518_053600.flac
249,CTL,2015-05-18,Common Yellowthroat,Geothlypis,trichas,1,2015,May,18,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150518_053600.flac,KALD-CTL_0+1_20150518_053600.flac
249,CTL,2015-05-18,Eastern Meadowlark,Sturnella,magna,9,2015,May,18,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150518_053600.flac,KALD-CTL_0+1_20150518_053600.flac
249,CTL,2015-05-18,American Robin,Turdus,migratorius,9,2015,May,18,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150518_053600.flac,KALD-CTL_0+1_20150518_053600.flac
249,CTL,2015-05-18,Tree Swallow,Tachycineta,bicolor,9,2015,May,18,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150518_053600.flac,KALD-CTL_0+1_20150518_053600.flac
249,CTL,2015-05-18,American Goldfinch,Spinus,tristis,28,2015,May,18,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150518_053600.flac,KALD-CTL_0+1_20150518_053600.flac
249,CTL,2015-05-18,Brown-headed Cowbird,Molothrus,ater,55,2015,May,18,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150518_053600.flac,KALD-CTL_0+1_20150518_053600.flac
250,CTL,2015-05-27,Red-winged Blackbird,Agelaius,phoeniceus,4,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,American Robin,Turdus,migratorius,4,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Horned Lark,Eremophila,alpestris,4,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Ring-necked Pheasant,Phasianus,colchicus,4,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Northern Cardinal,Cardinalis,cardinalis,4,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Eastern Meadowlark,Sturnella,magna,4,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Indigo Bunting,Passerina,cyanea,4,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Canada Goose,Branta,canadensis,9,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Brown-headed Cowbird,Molothrus,ater,9,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Chipping Sparrow,Spizella,passerina,9,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Common Yellowthroat,Geothlypis,trichas,11,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Blue Jay,Cyanocitta,cristata,11,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Red-bellied Woodpecker,Melanerpes,carolinus,20,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Dickcissel,Spiza,americana,20,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,American Crow,Corvus,brachyrhynchos,27,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,American Goldfinch,Spinus,tristis,27,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Great Crested Flycatcher,Myiarchus,crinitus,40,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Yellow-billed Cuckoo,Coccyzus,americanus,49,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
250,CTL,2015-05-27,Eastern Bluebird,Sialia,sialis,49,2015,May,27,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150527_052900.flac,KALD-CTL_0+1_20150527_052900.flac
251,CTL,2015-06-02,Eastern Meadowlark,Sturnella,magna,2,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,Indigo Bunting,Passerina,cyanea,2,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,Ring-necked Pheasant,Phasianus,colchicus,2,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,Common Yellowthroat,Geothlypis,trichas,2,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,American Robin,Turdus,migratorius,2,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,American Crow,Corvus,brachyrhynchos,2,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,Dickcissel,Spiza,americana,7,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,Northern Cardinal,Cardinalis,cardinalis,7,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,Red-bellied Woodpecker,Melanerpes,carolinus,7,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,Brown Thrasher,Toxostoma,rufum,7,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,House Wren,Troglodytes,aedon,18,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,Song Sparrow,Melospiza,melodia,21,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,Red-winged Blackbird,Agelaius,phoeniceus,29,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
251,CTL,2015-06-02,Brown-headed Cowbird,Molothrus,ater,60,2015,Jun,2,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150602_052600.flac,KALD-CTL_0+1_20150602_052600.flac
252,CTL,2015-06-09,Brown Thrasher,Toxostoma,rufum,1,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,American Robin,Turdus,migratorius,1,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,Indigo Bunting,Passerina,cyanea,1,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,Ring-necked Pheasant,Phasianus,colchicus,1,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,Dickcissel,Spiza,americana,9,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,Eastern Meadowlark,Sturnella,magna,9,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,Northern Cardinal,Cardinalis,cardinalis,15,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,American Crow,Corvus,brachyrhynchos,15,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,Red-bellied Woodpecker,Melanerpes,carolinus,15,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,Mourning Dove,Zenaida,macroura,19,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,House Wren,Troglodytes,aedon,23,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,American Goldfinch,Spinus,tristis,31,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,Canada Goose,Branta,canadensis,39,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
252,CTL,2015-06-09,Song Sparrow,Melospiza,melodia,39,2015,Jun,9,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150609_052400.flac,KALD-CTL_0+1_20150609_052400.flac
253,CTL,2015-06-17,American Robin,Turdus,migratorius,1,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Northern Cardinal,Cardinalis,cardinalis,1,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Indigo Bunting,Passerina,cyanea,1,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Eastern Meadowlark,Sturnella,magna,1,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Ring-necked Pheasant,Phasianus,colchicus,9,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Mourning Dove,Zenaida,macroura,18,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Red-winged Blackbird,Agelaius,phoeniceus,18,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Dickcissel,Spiza,americana,18,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Song Sparrow,Melospiza,melodia,18,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Red-bellied Woodpecker,Melanerpes,carolinus,18,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Brown Thrasher,Toxostoma,rufum,29,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Brown-headed Cowbird,Molothrus,ater,35,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Field Sparrow,Spizella,pusilla,38,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,Tree Swallow,Tachycineta,bicolor,43,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
253,CTL,2015-06-17,American Goldfinch,Spinus,tristis,57,2015,Jun,17,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150617_052300.flac,KALD-CTL_0+1_20150617_052300.flac
254,CTL,2015-06-26,Northern Cardinal,Cardinalis,cardinalis,4,2015,Jun,26,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150626_052500.flac,KALD-CTL_0+1_20150626_052500.flac
254,CTL,2015-06-26,American Robin,Turdus,migratorius,4,2015,Jun,26,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150626_052500.flac,KALD-CTL_0+1_20150626_052500.flac
254,CTL,2015-06-26,Dickcissel,Spiza,americana,4,2015,Jun,26,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150626_052500.flac,KALD-CTL_0+1_20150626_052500.flac
254,CTL,2015-06-26,Indigo Bunting,Passerina,cyanea,4,2015,Jun,26,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150626_052500.flac,KALD-CTL_0+1_20150626_052500.flac
254,CTL,2015-06-26,Eastern Meadowlark,Sturnella,magna,4,2015,Jun,26,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150626_052500.flac,KALD-CTL_0+1_20150626_052500.flac
254,CTL,2015-06-26,Horned Lark,Eremophila,alpestris,7,2015,Jun,26,KAL,KAL\KAL_CTL_0430-09212015\KALD-CTL_0+1_20150626_052500.flac,KALD-CTL_0+1_20150626_052500.flac
